0,1,pd,hcc
3.844758,-4.685492,E119,19
-11.871304,-8.748198,E210,23
-4.067419,-7.1098685,E222,23
-4.066892,-7.6593156,E2749,23
-5.0316353,-6.145508,E43,21
24.852304,-13.597585,E859,23
3.1621492,-6.346188,F0390,52
-4.4997115,-7.119716,F0391,51
8.833525,-11.603124,F200,57
2.08357,-5.47954,F22,59
-9.134242,7.2609787,F250,57
15.379007,-8.378499,F3181,59
-9.439883,11.561564,F319,59
2.8277872,-7.568385,F320,59
3.5382104,-6.488709,F321,59
2.3771963,-4.665716,F330,59
8.591736,-7.7295203,F331,59
9.804783,-2.62993,F332,59
3.3623767,-8.404653,F339,59
9.238821,-2.65547,G1221,73
3.3833787,-9.616198,G20,78
24.15229,-15.780284,G301,52
5.0210176,-6.6998105,G309,52
2.937588,-9.336821,G3183,52
9.903067,-9.542371,G35,77
-0.66985536,-1.6683722,G40409,79
14.401568,-10.99596,G4089,79
-5.071587,-0.9366981,G40909,79
6.853203,-11.797046,G6181,75
-2.0119987,-2.5255132,G7000,75
1.7517694,7.8486238,G7001,75
1.8117797,-4.3627834,I110,85
12.152736,-7.454747,I120,136
12.152736,-7.454747,I120,0
2.2752655,-6.8940597,I130,85
2.2752655,-6.8940597,I130,0
23.771141,-14.617531,I1311,136
23.771141,-14.617531,I1311,0
5.4934835,-7.7243037,I132,85
5.4934835,-7.7243037,I132,136
9.247486,-8.808937,I214,86
11.110653,-10.574615,I25110,87
6.8779883,-11.225035,I25118,88
7.5092382,-10.792433,I25119,88
-3.989536,0.17498882,I2690,107
14.927994,-9.943895,I2699,107
18.772669,-11.242525,I2720,85
6.3867636,-9.694982,I420,85
7.1212134,-8.003498,I428,85
8.529834,-8.582365,I429,85
-3.1499264,-9.146011,I442,96
15.925635,-8.2264805,I469,84
9.193478,-2.8454373,I471,96
7.953247,-9.878895,I472,96
4.2417207,-6.097759,I480,96
10.418983,-3.3402185,I4820,96
2.8295693,-4.5811505,I4891,96
5.6133337,-8.475979,I4892,96
7.373768,-9.270217,I495,96
-3.6717355,-8.340327,I5021,85
3.3054295,-7.3055415,I5022,85
6.075082,-10.3572035,I5023,85
9.493875,-10.749011,I5030,85
5.4747744,-9.096879,I5032,85
15.564037,-11.352856,I5033,85
5.6649327,-11.215256,I5042,85
6.3864784,-7.5246778,I509,85
12.071513,-11.457912,I639,100
11.833777,-9.889065,I69351,103
11.488767,-10.844954,I69354,103
7.400973,-11.160496,I714,108
16.278236,-10.97687,I739,108
19.640308,-8.922461,I770,108
-10.063932,13.760602,I82220,108
20.072407,-9.14755,I82403,108
17.07841,-10.529632,I82409,108
21.781536,-11.601108,I82621,108
-3.83687,2.0567706,I83022,107
-0.6044455,1.1883839,I87311,107
0.71759963,-8.77346,I87312,107
3.1757896,0.39577207,I87313,107
19.589857,-9.371579,I96,106
9.886444,-3.064277,J181,115
5.048422,-8.240876,J439,111
4.757392,-8.977381,J440,111
4.687736,-5.201169,J441,111
5.9343486,-6.903574,J449,111
19.641397,-11.282281,J690,114
29.900377,-17.093126,J849,112
19.336746,-11.547449,J9601,84
5.75305,-8.138141,J9621,84
9.621662,-3.0417523,J9622,84
30.679123,-15.189614,K5090,35
-12.158746,-8.334225,K56600,33
-14.300638,-5.2758336,K56609,33
-0.72557884,-3.1295457,K631,33
-10.247487,10.456173,K7290,27
20.812101,-11.149588,K7460,28
-2.0651598,0.7420727,K7469,28
29.947912,-15.639298,K9423,188
-0.5257748,3.657132,L89153,158
23.049568,-14.351761,L89154,157
-14.200401,-5.57619,L89213,158
-6.672524,-3.9964063,L89214,157
-11.450966,-8.465868,L89220,158
-4.8887043,-6.380231,L89222,159
-14.142524,-5.4900002,L89223,158
-11.009067,15.257038,L89312,159
-11.513259,-8.184378,L89313,158
-3.0969849,-9.20246,L89322,159
-6.394501,-4.336542,L89613,158
-12.000832,-8.100876,L89892,159
-3.902591,1.2985345,L97212,161
-5.5701327,-5.4604025,L97222,161
-11.398105,-3.7370212,L97321,161
-11.621749,-3.5727637,L97322,161
24.9461,-15.21666,L97411,161
-14.451205,-5.441664,L97512,161
-2.617316,9.293635,L97812,161
-1.5402151,4.231518,L97822,161
-2.3906813,-1.5494008,L97824,161
24.057816,-12.9582405,L97911,161
-9.63059,13.230878,L97922,161
6.5002832,-10.549065,M069,40
5.7025256,-9.5322075,M316,40
30.057117,-16.175478,M349,40
26.252617,-13.360263,M4624,39
-2.8150675,8.992319,M4628,39
23.882586,-11.396973,M86141,39
-3.1420453,9.869018,M86171,39
-2.1824899,-0.64751005,M86641,39
-4.724159,1.824356,M86671,39
-2.750159,1.9708897,M869,39
4.501086,-7.679803,N179,135
6.4279575,-8.83954,N184,137
24.720222,-12.928003,N185,136
-10.007863,0.5174672,N186,136
-1.5227013,-2.4795647,N2581,23
20.324905,-10.9074545,R569,79
8.600333,-10.49239,S062X0S,167
-11.595649,-8.688461,S065X0A,167
25.652393,-13.353349,S78112S,189
22.905952,-13.837599,T8241XA,134
30.013458,-16.544395,T8242XA,134
26.041714,-14.590813,T8249XA,134
27.204702,-15.565437,T82590A,176
23.503288,-12.8275175,T827XXA,176
27.523542,-14.263031,T82838A,176
19.938318,-9.52501,T82848A,176
26.374386,-14.401812,T82858A,176
26.807924,-14.070604,T82868A,176
25.155361,-12.537163,T82898A,176
11.310952,-9.141153,T83511A,176
25.58967,-14.809843,T8571XA,134
-4.669126,-6.54323,T865,186
25.182785,-14.735518,T8781,189
26.143124,-15.624664,T8789,189
-10.0210495,0.56376076,Z431,188
10.754638,-3.5316741,Z435,188
-14.300628,-5.275832,Z4824,186
-11.728466,-8.044857,Z942,186
-3.3388698,-4.05572,Z944,186
3.3153892,-5.271959,Z95811,186
24.225262,-13.529181,Z992,134
