pd,in_degree_centrality,out_degree_centrality,load_centrality,eigenvector_centrality_numpy,closeness_centrality,betweenness_centrality_source,harmonic_centrality,pagerank,average_neighbor_degree,node_clique_number,hits_numpy
T82838A,0.0014326647564469914,0.0014326647564469914,0.0,0.007580721714233443,0.31196661173422385,0.0,229.86666666666903,0.0007554297967355911,229.0,2,0.002245589027679869
M6281,0.10171919770773638,0.10458452722063037,0.042277193215844326,0.16236330210691027,0.3898346645838915,0.04325756659491858,302.49999999999756,0.01899629911723842,31.136986301369863,19,0.012480925273853615
T82868A,0.0014326647564469914,0.0014326647564469914,0.0,0.00758072171423345,0.31196661173422385,0.0,229.86666666666903,0.0007554297967355911,229.0,2,0.002994118703573163
G9341,0.0028653295128939827,0.0028653295128939827,0.0,0.013437727752081642,0.3198773385597341,0.0,235.9166666666694,0.0006809544730112003,170.0,3,0.0013061953550813565
K631,0.0014326647564469914,0.0014326647564469914,0.0,0.00037704093104028955,0.21251462060685575,0.0,153.0166666666656,0.00037739437700491765,7.0,2,5.712656806089728e-06
M545,0.09455587392550142,0.10028653295128939,0.037164604277839255,0.16515985066874145,0.40524822628078344,0.03757727582246805,308.4166666666648,0.01285489871209004,32.44285714285714,19,0.011203093016903205
I350,0.012893982808022923,0.014326647564469913,0.00024927260066422635,0.042720876950072977,0.3310708928027396,0.00018462733393918967,246.50000000000242,0.0009960326608215735,50.4,8,0.0008747206234894107
I96,0.0014326647564469914,0.0,0.0,0.00758072171423345,0.31263575836870383,0.0,230.36666666666903,0.00034922821840102604,0.0,2,-0.0
Z4781,0.004297994269340974,0.0028653295128939827,2.208049796363198e-05,0.01178465313840579,0.3165838781884627,2.3138891313178985e-05,233.8666666666693,0.0009990661891100658,137.5,3,0.0025590986180925993
R188,0.008595988538681949,0.012893982808022923,0.0039272684613724206,0.015629733493709934,0.34188418812013277,0.0035369324969747465,252.08333333333556,0.002690317652731787,52.111111111111114,5,0.006322836026759576
K91840,0.0014326647564469914,0.0,0.0,0.0009253689108071045,0.23451394891410138,0.0,169.266666666666,0.00032586203525350097,0.0,2,-0.0
I129,0.025787965616045846,0.025787965616045846,0.0005855774116835774,0.07438276775438747,0.3428371754040913,0.0005636549864009773,257.50000000000216,0.0021958973558813466,52.94444444444444,15,0.003200477012586938
J440,0.004297994269340974,0.0028653295128939827,0.0,0.013332977251021116,0.28144813884718023,0.0,205.8166666666674,0.0006065498717639015,35.5,5,0.0002667615845534033
R531,0.03724928366762178,0.04297994269340974,0.0038770758560180986,0.09027024174800863,0.3787308288721101,0.003920223755848618,281.08333333333263,0.0039602525986869724,51.03333333333333,18,0.006672461227745496
C9110,0.011461318051575931,0.012893982808022923,0.01005779833381489,0.019830094245862594,0.3215498998071053,0.010063132045046627,238.9500000000028,0.0027890352050838584,41.666666666666664,4,0.0009125099062294103
I120,0.0028653295128939827,0.0057306590257879654,4.11094621649065e-06,0.008284684696042884,0.3121645600919232,4.11094621649065e-06,230.36666666666903,0.004703238816951013,70.5,4,0.02066363910111048
M47896,0.0014326647564469914,0.0014326647564469914,0.0,0.004848474688233416,0.2734693422483997,0.0,198.0000000000005,0.00037081038371622504,70.0,2,0.00015890144266354655
R509,0.0057306590257879654,0.0028653295128939827,0.00010331257070646439,0.02098423607978937,0.34548549628151054,0.00010016357034094111,253.6666666666688,0.0005774014027443874,173.5,4,0.0010177630096674527
N3090,0.0014326647564469914,0.0014326647564469914,0.0,0.005857006037848185,0.2820936621014169,0.0,205.06666666666743,0.00037088827508842973,111.0,2,0.00015196702311292887
Z48812,0.017191977077363897,0.015759312320916905,0.0006555186410260686,0.05768001445520633,0.33604600184758954,0.0005365078314893894,250.83333333333564,0.001432612723613379,65.45454545454545,12,0.002578656548960111
I69354,0.011461318051575931,0.008595988538681949,0.0023882291413421554,0.0326824911704536,0.3310708928027396,0.002387992293599606,246.00000000000244,0.001338889060025688,75.83333333333333,7,0.0011632951128100386
E1151,0.0028653295128939827,0.0028653295128939827,0.0,0.008290175865902702,0.31275991526056646,0.0,230.8666666666691,0.0005040187405445942,122.0,3,0.0006495530264748932
M25512,0.010028653295128939,0.008595988538681949,0.0004913863251702244,0.025758382607806846,0.32366535967425725,0.00039145979713677714,240.58333333333596,0.0009439662357643729,37.166666666666664,6,0.00040681727411498
C787,0.007163323782234957,0.007163323782234957,8.795588995323476e-05,0.005704839838519641,0.2824175354218548,7.003692723932626e-05,211.1166666666673,0.0009505643245729947,52.8,5,0.0015951833185534206
E1110,0.0014326647564469914,0.0,0.0,0.0034036716596822277,0.24781720003222057,0.0,180.5333333333324,0.0003446309448493507,0.0,2,-0.0
E785,0.05730659025787965,0.0673352435530086,0.005052204589097949,0.13965416598117425,0.3764126600649358,0.005097558037103343,284.5833333333326,0.005649001129195184,43.638297872340424,19,0.007089746462266292
I872,0.01862464183381089,0.015759312320916905,0.014741194301322641,0.017919152057630682,0.28000645799935747,0.014588912249181168,213.83333333333394,0.003454318878136446,37.72727272727273,6,0.0007692940620221108
T80211A,0.0014326647564469914,0.0014326647564469914,0.0,0.007580721714233453,0.31196661173422385,0.0,229.86666666666903,0.0004585901817987919,229.0,2,0.000898235611071949
S2242XA,0.0,0.0014326647564469914,0.0,-2.4799112578765886e-18,0.0,0.0,0.0,0.00025548939263151077,0.0,2,-0.0
J449,0.05730659025787965,0.04871060171919771,0.0038576754866621273,0.12978983321407586,0.35989125581921805,0.003900061140147764,275.5000000000006,0.00574417748294927,48.6764705882353,19,0.005494108717934026
I5023,0.0028653295128939827,0.004297994269340974,0.0,0.009695924080980448,0.2722586312699895,0.0,199.23333333333363,0.0004345126340743493,38.333333333333336,5,0.00032620946431828173
C7951,0.011461318051575931,0.008595988538681949,5.012945163044738e-05,0.012802453404504083,0.30089990624151136,4.624997046767819e-05,224.60000000000178,0.00205396701820201,51.166666666666664,6,0.004626332466745807
E210,0.0,0.0014326647564469914,0.0,-3.163694217581685e-18,0.0,0.0,0.0,0.00025548939263151077,0.0,2,-0.0
E876,0.0028653295128939827,0.0057306590257879654,0.0017503779263038143,0.007587260337090886,0.31275991526056646,0.001764787761625697,230.78333333333575,0.0007291558855102353,99.25,4,0.0010306132360972287
S0083XA,0.0014326647564469914,0.0,0.0,0.005857006037848185,0.2827330254663135,0.0,205.56666666666746,0.00032761369416708534,0.0,2,-0.0
Z4789,0.008595988538681949,0.004297994269340974,0.0002214303866535253,0.01572412656102835,0.31842805611965763,0.0002491462886503464,236.5333333333361,0.0009659871704557234,121.66666666666667,4,0.0007988615469081003
I509,0.045845272206303724,0.05444126074498567,0.0038857761834947234,0.10714428773385225,0.35393622065098634,0.0040100044828779765,269.16666666666794,0.0048218032941552465,43.63157894736842,18,0.005616724679769205
K56600,0.0,0.0014326647564469914,0.0,-2.1756602699067482e-18,0.0,0.0,0.0,0.00025548939263151077,0.0,2,-0.0
I482,0.012893982808022923,0.017191977077363897,1.260261745780643e-05,0.04774385764638692,0.3319644714607767,1.2044328415413529e-05,247.08333333333573,0.0012717062961934051,78.08333333333333,12,0.002361779567019349
G7289,0.0014326647564469914,0.0014326647564469914,0.0,0.007580721714233446,0.31196661173422385,0.0,229.86666666666903,0.00038047449365753103,229.0,2,0.0004491178055359745
M549,0.004297994269340974,0.007163323782234957,0.00020251793498166619,0.011074114860235847,0.282255505854774,6.911477512733004e-05,206.23333333333412,0.0005576416292803787,52.0,5,0.0005715004655882676
M810,0.011461318051575931,0.0057306590257879654,1.7397044299071975e-05,0.03291172091822781,0.3157710826090315,2.077156475894431e-05,234.78333333333597,0.00091722968646994,68.5,7,0.0005320491832543186
M25511,0.0057306590257879654,0.010028653295128939,5.465417350111474e-06,0.021975290023320902,0.32430543619305935,5.729375232060782e-06,239.66666666666933,0.0005878435683253547,79.71428571428571,6,0.000878988801502835
D649,0.10028653295128939,0.09169054441260745,0.03133401112301681,0.1664419108535124,0.40726104859674755,0.03137030980792446,310.58333333333144,0.012450449801108241,33.78125,19,0.010513496766481547
T8131XA,0.0028653295128939827,0.0057306590257879654,0.004789252342211607,0.007587260337090886,0.3123627598126165,0.004789252342211607,230.53333333333572,0.0008582729334490375,57.5,2,0.0010482155456224642
S72141D,0.0014326647564469914,0.0,0.0,0.005953905837036133,0.27168511968309483,0.0,199.63333333333347,0.0003228812304534151,0.0,2,-0.0
C712,0.0028653295128939827,0.0028653295128939827,0.0,0.002085188087201877,0.26665113642540433,0.0,195.3,0.0005848754056885305,38.0,3,0.0004832393705535461
R4182,0.014326647564469913,0.011461318051575931,8.066969495506689e-05,0.0458951193866374,0.3395247389267571,8.083574802757057e-05,252.08333333333562,0.0014939560249461882,80.0,10,0.0015635139093614562
C3490,0.0329512893982808,0.034383954154727794,0.006254725658675481,0.05267935931778611,0.36934785788653984,0.006258862122673744,274.6666666666668,0.006431659929723079,38.166666666666664,10,0.0085458794645851
C7989,0.0014326647564469914,0.0028653295128939827,0.0,0.0018775327168453774,0.26636239669998435,0.0,194.63333333333333,0.0005560624177615255,37.5,3,0.0008739739751976733
N1330,0.0014326647564469914,0.0014326647564469914,0.0002610450847471567,0.005857006037848187,0.2824175354218548,0.0001476221701327562,205.31666666666746,0.00032761369416708534,3.0,2,6.488055774490937e-06
D61818,0.004297994269340974,0.004297994269340974,1.1613423061586083e-05,0.008172616488513485,0.2762332098286755,1.0936862897578696e-05,201.26666666666725,0.0005753561643491839,35.333333333333336,3,0.0002103074497978198
D46Z,0.0014326647564469914,0.0014326647564469914,0.0,0.0007716402679054892,0.24586274198144478,0.0,177.23333333333255,0.00036382569054547044,13.0,2,2.4150690418075942e-05
M47816,0.0014326647564469914,0.0014326647564469914,0.0,0.004848474688233416,0.2734693422483997,0.0,198.0000000000005,0.00045730112702975804,70.0,2,0.00010593429510903102
S72001D,0.0014326647564469914,0.0,0.0,0.007580721714233444,0.31263575836870383,0.0,230.36666666666903,0.0003336050807727735,0.0,2,-0.0
H8110,0.0014326647564469914,0.0014326647564469914,0.0,0.002328214481701954,0.2408082950097264,0.0,174.68333333333248,0.0003278635748672811,17.0,2,3.930658000020343e-05
M5416,0.0028653295128939827,0.0014326647564469914,0.0,0.011274771689886262,0.29024858212676763,0.0,212.8166666666677,0.0004648274750457547,70.0,3,0.00024718002192107244
D469,0.020057306590257878,0.01862464183381089,0.009582821861083984,0.026285378312182833,0.34743739174072813,0.009515954960385804,258.4166666666688,0.0032628343842321865,44.07692307692308,6,0.0030372966518916688
D701,0.0014326647564469914,0.0,0.0,0.002506140663062304,0.2724348026844279,0.0,202.21666666666664,0.0003729488734126102,0.0,2,-0.0
K7469,0.0028653295128939827,0.0014326647564469914,0.0,0.0008431491217895012,0.24451856198055222,0.0,176.31666666666592,0.0004856234646295577,9.0,3,6.827465723604173e-05
I472,0.0028653295128939827,0.0028653295128939827,0.0,0.010541716345268607,0.2781070360117982,0.0,203.63333333333387,0.0006390588914745536,65.5,3,0.0007023326405580189
J439,0.0014326647564469914,0.0014326647564469914,0.0,0.0037868075098341047,0.2577115488239241,0.0,186.8333333333329,0.000392902617915283,37.0,2,0.00011766068776796107
C099,0.0028653295128939827,0.0028653295128939827,0.0,0.004383673379907679,0.28128721938528933,0.0,208.90000000000052,0.0006232635454947701,93.0,3,0.0011223222499513602
D509,0.040114613180515755,0.04154727793696275,0.005119066397385998,0.0856670937299261,0.34500094439331774,0.005128873789504712,262.08333333333553,0.00460868144816825,48.275862068965516,15,0.004507622932686167
G3183,0.0028653295128939827,0.0028653295128939827,3.4257885137422096e-07,0.007197156583217891,0.28274215327866153,3.425788513742208e-07,206.06666666666746,0.0010891073104917716,17.0,3,0.0002137770000890655
R339,0.0028653295128939827,0.008595988538681949,2.690671395168359e-06,0.006356352362573837,0.282255505854774,2.7814140075859357e-06,205.56666666666746,0.0005523622395493963,43.0,4,0.0005117917049132462
K5909,0.0014326647564469914,0.0,0.0,0.0058570060378481895,0.2827330254663135,0.0,205.56666666666746,0.00032761369416708534,0.0,2,-0.0
C8510,0.0014326647564469914,0.0014326647564469914,0.0,0.0001516681397478287,0.21279037487234906,0.0,153.98333333333215,0.00040928503111876675,118.0,3,0.00026923333377416165
N3000,0.0014326647564469914,0.0028653295128939827,0.0,0.005857006037848187,0.2820936621014169,0.0,205.06666666666743,0.0004862871575453446,114.5,3,0.0004923730509829425
Z79899,0.014326647564469913,0.010028653295128939,0.003471843178139432,0.037333867388345994,0.3349022101462703,0.0034734701675577817,249.416666666669,0.0017926850796888705,72.42857142857143,9,0.0015855350236958221
Z48815,0.0028653295128939827,0.0014326647564469914,0.0,0.012283303039501032,0.2938896933720854,0.0,215.95000000000127,0.00040722539803255276,118.0,3,0.00017402382635549663
D6481,0.0014326647564469914,0.0,0.0,0.0025061406630623043,0.2724348026844279,0.0,202.21666666666664,0.00035616894758673897,0.0,2,-0.0
C713,0.0014326647564469914,0.0014326647564469914,0.0,0.0002076553703565001,0.2141799506769138,0.0,155.64999999999878,0.00036917009199864074,68.0,3,0.00031429591648633666
R2689,0.014326647564469913,0.015759312320916905,0.0004654863551856929,0.04932090866864492,0.35165928999633383,0.00043433692782799234,259.8333333333353,0.001340216087499849,68.72727272727273,9,0.002401850896699402
M48061,0.0028653295128939827,0.004297994269340974,4.419267182727447e-06,0.00988884235287884,0.28144813884718023,1.729343479496612e-06,204.73333333333412,0.0004963022185187972,46.333333333333336,4,0.00024314005474533647
G40409,0.0014326647564469914,0.0014326647564469914,0.0,0.000353333806102413,0.22893036142618475,0.0,165.04999999999944,0.00040351665000171465,4.0,2,4.549187534694026e-06
R05,0.025787965616045846,0.027220630372492834,0.001981992246804926,0.06991099346491242,0.3494114678301641,0.0019929706509976513,261.250000000002,0.002367416897001564,65.26315789473684,13,0.003944019488354718
C189,0.020057306590257878,0.01862464183381089,0.0035495535376820105,0.013182075867659496,0.30349867162546024,0.0030759071941794335,228.26666666666867,0.004169246630589807,26.23076923076923,5,0.0049255624569213285
C7801,0.0028653295128939827,0.0028653295128939827,0.0,0.0031949995517354104,0.2760781968040803,0.0,204.7000000000002,0.0004554639225658458,93.0,4,0.0006373759170153309
C250,0.004297994269340974,0.004297994269340974,0.0,0.004631362941683115,0.28144813884718023,0.0,209.40000000000055,0.001645548793759477,64.0,4,0.0033134127566257425
C539,0.004297994269340974,0.004297994269340974,0.0,0.011964395094141118,0.3402291470988043,0.0,250.2000000000022,0.0006335912887134843,138.33333333333334,4,0.0014186841392654964
N183,0.03868194842406877,0.03868194842406877,0.005323515505625241,0.08686767884378353,0.3221816284904198,0.005305559458854612,246.16666666666953,0.004143263738985093,42.592592592592595,17,0.0032007536186461276
C220,0.004297994269340974,0.004297994269340974,0.0023971955124911094,0.0029497596731692475,0.26942571013410244,0.002398554408601561,197.70000000000013,0.0008786299395118232,62.333333333333336,4,0.0006284824321835278
C786,0.0014326647564469914,0.0014326647564469914,0.0,0.0025061406630623026,0.2718073738700945,0.0,201.71666666666664,0.0003897287992384818,118.0,2,0.00026923333377416165
E7800,0.008595988538681949,0.0057306590257879654,0.0,0.03190467440664665,0.30462622086988916,0.0,226.11666666666864,0.0007377655584457461,73.5,9,0.0005206711327371054
G43909,0.0,0.0014326647564469914,0.0,2.2721735324303275e-18,0.0,0.0,0.0,0.00025548939263151077,13.0,2,3.309490858896489e-05
Z471,0.015759312320916905,0.012893982808022923,0.010963490073236472,0.01241504635168865,0.29127966057126764,0.010580877236416006,216.86666666666787,0.002906681927724558,46.666666666666664,6,0.0007463419240011762
E118,0.0014326647564469914,0.0014326647564469914,0.0,0.007580721714233453,0.31196661173422385,0.0,229.86666666666903,0.0004273439065422878,229.0,2,0.0005239707731253033
C7802,0.0014326647564469914,0.0014326647564469914,0.0,0.0005583262155487632,0.23162492782715208,0.0,167.3666666666661,0.0003993752948254544,7.0,2,9.424543133658753e-05
I442,0.0,0.0014326647564469914,0.0,-1.6862413346005207e-18,0.0,0.0,0.0,0.00025548939263151077,92.0,2,0.00015860034643188086
R319,0.0057306590257879654,0.0028653295128939827,0.0,0.022457932962859705,0.32176020059180577,0.0,238.08333333333601,0.0006865886225915425,170.0,5,0.0007507907638275606
C160,0.004297994269340974,0.0028653295128939827,0.0,0.0021455234798475114,0.2667957411631622,0.0,195.8,0.0006704058791810342,36.0,4,0.0005559878724922388
I87313,0.0028653295128939827,0.0057306590257879654,0.0014388850095912286,0.0052924176923757095,0.2691309336459907,0.0013706442412796292,197.38333333333344,0.0009160004586770281,37.25,3,0.0002689392681901365
C9000,0.040114613180515755,0.040114613180515755,0.00924179848683617,0.07683956674889977,0.37843949746528543,0.009546106026917554,281.7499999999993,0.007180518636740549,43.892857142857146,13,0.012395877820155509
C9002,0.0057306590257879654,0.0057306590257879654,0.0,0.00912778245270788,0.2935389896807106,0.0,218.33333333333465,0.001988034355348782,70.5,5,0.004048439269687835
G35,0.010028653295128939,0.014326647564469913,0.0007345407583612672,0.02782273151566112,0.3295186515102954,0.0007551047799703498,244.5000000000025,0.0012418228468611043,73.8,7,0.001749012334181588
R296,0.010028653295128939,0.011461318051575931,0.0026902330097909916,0.015086878169350015,0.28339363289451097,0.0025320894715537734,212.56666666666737,0.0015717857420000589,21.5,5,0.0007036652073439423
T8189XA,0.0014326647564469914,0.0014326647564469914,0.0,0.007580721714233457,0.31196661173422385,0.0,229.86666666666903,0.00034922821840102604,229.0,2,0.0004491178055359745
C180,0.004297994269340974,0.004297994269340974,0.0,0.0029806167898343543,0.27240938355751443,0.0,203.04999999999998,0.001947595850907591,44.666666666666664,4,0.0032510384294165084
I953,0.0014326647564469914,0.0014326647564469914,0.0,0.007580721714233446,0.31196661173422385,0.0,229.86666666666903,0.0004273439065422878,229.0,2,0.0005239707731253033
C50912,0.012893982808022923,0.01862464183381089,0.003942771484458443,0.014358685848929062,0.31740086884185226,0.0035246093065428247,237.06666666666942,0.0031114056199952706,41.0,6,0.0049488943474578825
M48062,0.0028653295128939827,0.0028653295128939827,0.0,0.012429196402466865,0.3167877312974057,0.0,233.95000000000263,0.00042009582408630847,36.5,4,9.589630949785808e-05
R202,0.0014326647564469914,0.0,0.0,0.004212057015797402,0.2525073465289941,0.0,184.7166666666658,0.00031150631193255424,0.0,2,-0.0
E875,0.0057306590257879654,0.007163323782234957,4.861604995621833e-05,0.022483034349594904,0.324733562181433,4.930605019158678e-05,239.91666666666933,0.0010038615154215034,101.0,5,0.0029870965247011244
I4820,0.0028653295128939827,0.0,0.0,0.011012046715154142,0.27609164567348066,0.0,203.48333333333363,0.00039759414046155745,0.0,3,-0.0
M1611,0.0014326647564469914,0.0014326647564469914,0.0,0.001322298159698772,0.24947837053999547,0.0,179.5166666666658,0.0003214027582088147,9.0,3,8.556430210155802e-06
J069,0.0028653295128939827,0.0028653295128939827,0.0,0.0140070187158863,0.3221816284904198,0.0,237.5000000000027,0.0004535271680943923,43.0,5,0.00017113263413360793
R002,0.02148997134670487,0.02148997134670487,1.750776111573473e-05,0.06993916912129755,0.33650570910045896,1.7389728723386734e-05,252.33333333333562,0.002013591076661579,74.33333333333333,15,0.003051068199671767
Z5181,0.012893982808022923,0.014326647564469913,0.0002794268253110987,0.03978588594962838,0.3288578520754486,0.00023589237528666432,244.66666666666922,0.0013235912810061522,76.6,11,0.002231333153711512
C482,0.0028653295128939827,0.0028653295128939827,0.0,0.0027013324939954004,0.27210804574384456,0.0,202.3833333333333,0.0006969664166385544,63.5,3,0.001219966483533301
N3001,0.0014326647564469914,0.0014326647564469914,0.0,0.0058570060378481835,0.2820936621014169,0.0,205.06666666666743,0.00032761369416708534,111.0,2,0.00015196702311292887
G629,0.0,0.0014326647564469914,0.0,1.1346443183232361e-18,0.0,0.0,0.0,0.00025548939263151077,118.0,2,0.0001450198552962479
T82110A,0.0014326647564469914,0.0,0.0,0.00461581044097856,0.25524915329068426,0.0,187.24999999999926,0.00032574173020686725,0.0,2,-0.0
Z95810,0.0,0.0014326647564469914,0.0,-1.1336806529096119e-18,0.0,0.0,0.0,0.00025548939263151077,48.0,2,0.00025849691079290847
E1122,0.011461318051575931,0.011461318051575931,0.00011969602689801677,0.03550259647288386,0.3288578520754486,0.00012582911965693556,244.4166666666692,0.001837490129575907,87.375,10,0.005847880556951319
R269,0.0057306590257879654,0.008595988538681949,0.0005060367486380507,0.012409328849147066,0.29059146290896104,0.0003987626762417533,214.15000000000109,0.0007098388469661611,49.666666666666664,4,0.0005701724337851221
C61,0.055873925501432664,0.04297994269340974,0.009086258928346053,0.11909600047763673,0.3916969320898655,0.009382283627421873,292.41666666666475,0.007444233194957432,54.53333333333333,16,0.011201918329414914
C3432,0.007163323782234957,0.010028653295128939,0.0023850339632673257,0.00624250373043358,0.28177053075880354,0.002385033963267326,208.36666666666724,0.0013405617452228419,27.571428571428573,6,0.001405258374238481
Z951,0.0028653295128939827,0.0,0.0,0.007619175115727605,0.27609164567348066,0.0,201.6333333333338,0.0005051469430047101,0.0,3,-0.0
J45909,0.0014326647564469914,0.0,0.0,0.00012365021973439672,0.1943511269544029,0.0,139.83333333333312,0.0003451186929594146,0.0,2,-0.0
R072,0.0028653295128939827,0.0028653295128939827,0.0,0.008562865628064645,0.271507365731165,0.0,197.13333333333372,0.0003719117652448565,50.5,3,0.00021055294301196038
M170,0.0,0.0014326647564469914,0.0,-2.6343726582125703e-18,0.0,0.0,0.0,0.00025548939263151077,9.0,2,3.0558679321985004e-06
R1030,0.0028653295128939827,0.0028653295128939827,0.0,0.006356615743290652,0.2703139267609182,0.0,196.30000000000035,0.0004177655370999704,16.5,4,5.128156281237272e-05
R4701,0.0014326647564469914,0.0028653295128939827,1.0277365541226624e-06,0.0014356526284626384,0.2423504170959956,1.0277365541226624e-06,175.78333333333256,0.0005765295024953705,15.5,2,0.00018830692332584464
R7881,0.0028653295128939827,0.0,0.0,0.006158302125398856,0.2828950501227412,0.0,206.06666666666746,0.0003997345038030625,0.0,3,-0.0
I82621,0.0014326647564469914,0.0014326647564469914,0.0,0.007580721714233444,0.31196661173422385,0.0,229.86666666666903,0.00038047449365753103,229.0,2,0.000598823740714632
B20,0.0014326647564469914,0.0014326647564469914,0.0,0.007580721714233451,0.31196661173422385,0.0,229.86666666666903,0.0004585901817987919,229.0,2,0.0010479415462506065
A4102,0.0,0.0014326647564469914,0.0,1.2632282003761089e-18,0.0,0.0,0.0,0.00025548939263151077,229.0,2,0.00037426483794664536
L89154,0.0028653295128939827,0.0028653295128939827,0.000868054949553491,0.007727304047753882,0.31275991526056646,0.0006060097646335078,230.78333333333575,0.0007302778795280723,116.0,2,0.001573575356053746
C541,0.012893982808022923,0.010028653295128939,0.0052668235514499485,0.01901898644707084,0.3196694910363035,0.005155148285482959,238.23333333333613,0.0036817863208450227,38.285714285714285,4,0.007019701380961332
E1121,0.0028653295128939827,0.0014326647564469914,1.763435760138781e-05,0.008444804683332781,0.3123627598126165,1.9489043993012984e-05,230.53333333333572,0.00043111202859157446,229.0,3,0.0005239707731253033
G8929,0.014326647564469913,0.015759312320916905,0.0010179239054123673,0.03734887882653463,0.33604600184758954,0.0010233527292113527,250.08333333333564,0.0024485546307313616,64.18181818181819,8,0.0022449431297672257
D122,0.0028653295128939827,0.0028653295128939827,0.001202451768323515,0.00038465016767696937,0.23010820706495372,0.001202451768323515,166.34999999999943,0.0007593848572795947,3.0,3,9.00874438986483e-06
T82590A,0.0014326647564469914,0.0014326647564469914,0.0,0.007580721714233444,0.31196661173422385,0.0,229.86666666666903,0.0005679521451965589,229.0,2,0.0012725004490185936
M542,0.022922636103151862,0.015759312320916905,0.0039541185932352235,0.05528165445246842,0.34093648420295986,0.004123868657968306,255.75000000000213,0.0024296015953460363,64.36363636363636,11,0.002219116860089573
I340,0.004297994269340974,0.0014326647564469914,3.4467627291324666e-06,0.019136235677943175,0.3230278047963697,3.7789076936270354e-06,238.50000000000267,0.0005171543307648001,229.0,3,0.0005239707731253033
C259,0.010028653295128939,0.008595988538681949,0.00021531132960551287,0.008437369206921216,0.2878708874809076,0.0001808947367288131,216.200000000001,0.0023895096655210998,44.666666666666664,5,0.004740876862468553
M5412,0.0014326647564469914,0.0014326647564469914,0.00013000149563598934,8.551244280062943e-19,0.0014326647564469914,0.00013862417704422775,1.0,0.00036407238449990295,11.0,2,2.3001082942269432e-05
M5116,0.0,0.0014326647564469914,0.0,-1.2835056542134455e-18,0.0,0.0,0.0,0.00025548939263151077,70.0,2,8.827857925752577e-05
R51,0.017191977077363897,0.01862464183381089,0.0012043465990972282,0.05555025675281724,0.33650570910045896,0.0012056097086324215,251.4166666666689,0.0017085711559721554,79.84615384615384,13,0.0025609801538323904
C20,0.0057306590257879654,0.0057306590257879654,7.808969901306026e-05,0.004848398964841483,0.28193200384233297,4.210436107501059e-05,210.23333333333392,0.0012365598543193409,50.5,4,0.0022075620264714
R918,0.017191977077363897,0.01862464183381089,0.000341438968402067,0.03648834949626311,0.3023794386631045,0.0003081852277796419,226.11666666666855,0.0013792743020566729,46.0,8,0.0014082675446680714
Z5112,0.10458452722063037,0.09742120343839542,0.05259681476940765,0.08476514326875532,0.3904534497657707,0.053370395069854554,303.2499999999975,0.023948490329468594,19.397058823529413,10,0.023036063019229957
R110,0.0014326647564469914,0.0,0.0,0.005857006037848192,0.2827330254663135,0.0,205.56666666666746,0.00034203855447420024,0.0,2,-0.0
G7001,0.0028653295128939827,0.0028653295128939827,0.0013554456424537753,0.004852656657789247,0.27377370434327825,0.0013566400347700155,198.6666666666672,0.0006012741382683936,36.0,2,0.00014125781110537613
E8342,0.0028653295128939827,0.0028653295128939827,0.0012489454281025196,0.00022273354903428868,0.2281870810319439,0.0012557305350623178,164.83333333333277,0.0006980308318896398,61.0,2,0.0002753789131185715
I429,0.010028653295128939,0.012893982808022923,0.00046443225747971954,0.03211177148087509,0.3215498998071053,0.0002933384779234669,238.91666666666939,0.0012508454596594117,64.88888888888889,9,0.0024986252095092133
M79605,0.0,0.0014326647564469914,0.0,-1.5041150854728562e-18,0.0,0.0,0.0,0.00025548939263151077,92.0,2,0.00011328596173705783
I2720,0.0028653295128939827,0.0028653295128939827,0.0,0.013506627618523491,0.31597388998386067,0.0,233.08333333333593,0.0004445745864960431,131.5,4,0.0006450704486280067
C946,0.0,0.0014326647564469914,0.0,-2.3902849977355493e-18,0.0,0.0,0.0,0.00025548939263151077,1.0,2,-0.0
T865,0.0,0.0014326647564469914,0.0,-5.049434351932286e-19,0.0,0.0,0.0,0.00025548939263151077,3.0,2,1.4103588847959556e-05
M869,0.0014326647564469914,0.0014326647564469914,0.0,0.0007094541516692469,0.2387051657956677,0.0,172.31666666666598,0.00042536273210122544,15.0,2,0.00010145857152052308
M349,0.0,0.0014326647564469914,0.0,-3.1647972629285244e-18,0.0,0.0,0.0,0.00025548939263151077,229.0,2,0.00037426483794664536
T82848A,0.0014326647564469914,0.0,0.0,0.007580721714233448,0.31263575836870383,0.0,230.36666666666903,0.0003336050807727735,0.0,2,-0.0
M4628,0.0014326647564469914,0.0,0.0,0.00014658233352043986,0.20314891459431414,0.0,146.1999999999991,0.00041679940062152687,0.0,2,-0.0
R1013,0.007163323782234957,0.0028653295128939827,0.0,0.023767306118859178,0.3240917962482681,0.0,240.00000000000264,0.0008352744327077248,125.5,6,0.0008995947900060018
I890,0.03868194842406877,0.034383954154727794,0.006334197603222662,0.08207542933229728,0.38107772788913324,0.006531959648938159,282.7499999999991,0.003468413810353146,53.166666666666664,14,0.003554818030802744
C8330,0.004297994269340974,0.004297994269340974,0.00021711636176822605,0.0029465422889816645,0.2777929682128013,0.00015679730143658167,206.03333333333364,0.0007058770051649445,42.333333333333336,3,0.0007082456538042292
J9622,0.0014326647564469914,0.0,0.0,0.003786807509834109,0.25832122577926914,0.0,187.3333333333329,0.0003379373278017748,0.0,2,-0.0
